APOGEE_ID,LOGG,TEFF,MG_FE,FE_H,C_FE,N_FE,LOGG_ERR,TEFF_ERR,MG_FE_ERR,FE_H_ERR,C_FE_ERR,N_FE_ERR,age,age_68U,age_68L,ageErr,logAge,logAgeErr,distKpc,distKpc_68U,distKpc_68L,distErrKpc,logDistKpc,logDistKpcErr,LOGG_NORM,LOGG_ERR_NORM,TEFF_NORM,TEFF_ERR_NORM,MG_FE_NORM,MG_FE_ERR_NORM,FE_H_NORM,FE_H_ERR_NORM,C_FE_NORM,C_FE_ERR_NORM,N_FE_NORM,N_FE_ERR_NORM
2M19364553+3952157,3.1023240089416504,4823.77880859375,0.2868629693984985,-0.2012699991464615,0.1065329909324646,0.25562000274658203,0.02971289679408073,12.273652076721193,0.01529344357550144,0.010137047618627548,0.019214393571019173,0.02245204150676728,5.3082,6.8371,4.3043,1.2664000000000004,0.7249472776551041,0.10048469945761396,1.4396955,1.4604468000000002,1.4178161,0.02131534999999997,0.1582706471969037,0.006432918895184214,1.3096709457233309,0.08988613567758397,0.5528462157511347,0.06524681267460183,2.053590716013501,0.16422337323939026,-0.4615265810958137,0.04221971276689154,1.5476693934541752,0.23071826472532775,0.21353956250452644,0.21754805631833593
2M18595998+4436118,2.560621738433838,4682.4853515625,0.12079599499702455,-0.1943099945783615,-0.02355900406837464,0.10682999342679976,0.0233227089047432,7.833192348480225,0.011334288865327835,0.00758872553706169,0.012490564025938513,0.015335332602262497,12.001,14.9568,8.8349,3.06095,1.079217435746567,0.11431852408749027,0.9210629,0.9386434,0.9066507,0.015996350000000006,-0.03571071053047115,0.007530314797825611,-0.32906270320923053,0.07055482309615049,-0.19827070246019204,0.041641300454880376,0.2703377432457035,0.12170935483199495,-0.43253891084146223,0.031606225450965905,-0.01441994495306367,0.1499813796804767,-1.2281546067027311,0.14859102231803098
2M19524068+4157224,3.0447404384613037,4949.263671875,0.05591600388288498,-0.0641539990901947,-0.1903910040855408,0.2701590061187744,0.024822628125548363,10.811624526977539,0.012148147448897362,0.007886346429586409,0.015500564128160475,0.01885332353413105,2.5463,3.0696,2.0184,0.5255999999999998,0.4059095700439181,0.09103727434037084,1.1293913,1.1446193,1.1130124,0.015803449999999997,0.052844437928445474,0.00608053084121379,1.1354716858912404,0.07509231210373751,1.219924548820273,0.05747466490090393,-0.42635368167141613,0.1304486947506854,0.10954680791372114,0.032845784449655975,-2.017667635406964,0.18612418053655777,0.3544145882108901,0.1826784387849414
2M19464436+4441040,2.826213121414185,5031.79638671875,-0.02479599416255951,-0.06260000169277191,-0.15890000760555267,0.30765998363494873,0.022471746429800987,9.896796226501463,0.0106748566031456,0.0066845971159636966,0.013987305574119093,0.01734793186187744,1.0139,1.1289,0.8414,0.14375,0.005995123054691285,0.0638264826792746,1.149247,1.1686708000000001,1.1310973,0.0187867500000001,0.060413378739383385,0.007096113672991755,0.47439255229196026,0.06798052921261281,1.6586689870099407,0.05261143182427166,-1.2930516568185453,0.11462826874541042,0.116019039891711,0.02784062784511106,-1.6395371450805452,0.1679536155182694,0.7177786398149437,0.16809201321656395
2M19435129+3957072,2.6836090087890625,4628.5244140625,0.170181006193161,-0.12397000193595885,0.048878006637096405,0.14237000048160553,0.022392207756638527,7.369847774505615,0.010822136886417866,0.007512211799621581,0.011392723768949509,0.01410823967307806,10.4405,14.2843,8.2794,3.00245,1.0187212977123383,0.11843004883683965,1.2042389999999998,1.2234580000000002,1.1789626,0.02224770000000001,0.08071268798533447,0.008044518402790343,0.042992924566776704,0.06773991235128678,-0.4851273901681709,0.0391781577461789,0.8006416663651681,0.11620978730996508,-0.13958040880873956,0.03128755396603505,0.8553728668827252,0.13679898086565553,-0.8837912910557983,0.13670116002708582
2M19562594+4804234,2.5975377559661865,4667.74462890625,0.32558298110961914,-0.42309999465942383,0.08229696750640869,0.07844197750091553,0.03237142786383629,11.393972396850586,0.01707050763070583,0.011150631122291088,0.020636770874261856,0.02355171926319599,13.7339,16.0266,11.5664,2.2301,1.1377938808617178,0.07082159515947184,2.0113117,2.0339705,1.9883831000000003,0.022793699999999945,0.3034793799453835,0.004922293261240024,-0.21738600660219348,0.09792860579065372,-0.27663247806117813,0.06057042988915269,2.469372217653523,0.18330576316467995,-1.3854246474744458,0.04644117901622618,1.2566535334930315,0.2477975663424142,-1.5032190228071038,0.22820333496707115
2M19263483+3905105,2.8498356342315674,4847.953125,0.014238983392715452,0.2480300068855285,-0.1271500140428543,0.5068299770355225,0.01938898488879204,8.09755802154541,0.009017761796712877,0.00648323865607381,0.009850498288869858,0.012714242562651634,0.9921,1.0113,0.8954,0.057950000000000064,-0.0034445503666347198,0.02643145859660407,2.0755397,2.100582,2.053525,0.02352849999999989,0.3171310447856231,0.0049198226336130396,0.5458543288687798,0.058654695920183034,0.681357035858764,0.043046670058015414,-0.8738880030080949,0.0968341272529223,1.4097596073971537,0.027001991522232108,-1.25829672795519,0.11828059332123463,2.6476274211906055,0.12319408710477542
2M19364843+4209232,2.9313111305236816,5088.9072265625,-0.028282001614570618,-0.04145500063896178,-0.12560400366783142,0.3728260099887848,0.02235926687717437,10.288321495056152,0.010586542077362536,0.006551817525178194,0.01430980395525694,0.017756355926394463,0.6277,0.6589,0.5821,0.03840000000000005,-0.2022478713492893,0.02691095413132795,0.9365042,0.942986,0.928667,0.00715949999999998,-0.028490270576267795,0.0033226158992487546,0.7923303815022757,0.06764026106580713,1.962270575655412,0.05469278264756999,-1.330484946455418,0.1136799336462203,0.2040856944575845,0.027287615134194317,-1.239732893002281,0.17182603889701592,1.3492019501180834,0.17204942000126688
2M19540805+4822531,2.495746612548828,4551.921875,0.07281430065631866,0.08576799929141997,0.01678360253572464,0.15817099809646604,0.022982686758041385,7.944434642791747,0.011317397467792034,0.00855858903378248,0.01133208815008402,0.013968423008918762,9.886,12.4417,7.7002,2.3707500000000006,0.995020606124758,0.10418885991110703,1.9612764999999999,1.9929188,1.9311677999999999,0.030875499999999983,0.29253882465159925,0.0068347963004797285,-0.5253200525957107,0.06952620320009541,-0.8923469761045683,0.042232665200521415,-0.24489714544833763,0.1215279723808575,0.7339558022523629,0.035645602574873377,0.4699969145117667,0.13607089414704618,-0.7306882283357569,0.1353464126861992
2M19164612+3905171,2.310574531555176,4446.31640625,0.05511700361967087,0.06625799834728241,0.029280997812747955,0.2341659814119339,0.02030817233026028,6.208032131195068,0.0097236055880785,0.007407349999994038,0.009174448437988758,0.011467550881206993,4.9173,6.2352,3.9274,1.1539,0.691726705009727,0.100372626330885,1.8321555,1.8595091,1.8050950000000001,0.027207049999999986,0.26296233064515545,0.006449122395352891,-1.085494407565093,0.061435380942230604,-1.453746321130282,0.03300193838069108,-0.4349334706376091,0.10441358755078674,0.6526987472465591,0.030850815851837105,0.6200603209494431,0.11016287428489917,0.005661778198896802,0.11111432357660037
